text,label
bagus banget,positif
good,positif
enak,positif
bagus tapi tolong kenapa saat saya main game tiba tiba lagunya berhenti tolong perbaiki,positif
bagus tapi ad iklan kalo gk ad iklan enk jadinya debgerin lagu,negatif
mantap,positif
bisa dengerin lagu,netral
byk iklan,negatif
bagus,positif
asik,positif
enak banget buat denger lagu pas lagi belajar atau pas lagi main game,positif
sfotifat ini jelekk,negatif
semua lagu ada,positif
bguss,positif
maaf ya saya kasih bintang 1 karena sejak update saya gak bisa dengerin lagu playlist lengkap malah di kasih cuplikan nya doang apa yg mau di denger kalo cuma cuplikan lagu doang tolong dong di benerin jadi saya hapus aja dah aplikasinya cuma cuplikan aja playlist lagu nya dan kebanyakan iklan yg ada,negatif
mau berlangganan ko di persulit gw bayar nggak ngutang apk t41,negatif
aplikasi ini sngt enak dan bagus,positif
ok,positif
bagus seru ajaa,positif
teman di segala waktu,positif
kikir lemot banyak bug ngapain ngabisin duit buat apk ginian,negatif
bagus tapi lama kelamaan iklan nya banyak syekalii,netral
aplikasi favorit inimahh love youu,positif
gratisin aja ga sih udah orang indonesia kebanyakan miskin miskin mau dengerin musik buat hiburan pun masih di bayar,netral
sudah bagus tapi makin banyak yang menghujat karena kepelitannya benar sih soalnya sekarang iklannya bisa satu atau lebih setiap dua lagu selalu iklannya menganggu atau pemaksaan iklan untuk mendapatkan premium tolong di perbaiki ya semangat terus admin,negatif
keren banget,positif
ok terbaik,positif
ok,positif
dibilang bagus nggk dibilang tdk bagus nggk juga iklannya banyak lagu yg sdh diputar berulang kali ttap diputar lgi,negatif
mantap,positif
mantap,positif
bnyk iklan,negatif
bagus,positif
kebanyakan iklan harga premium mahal kebelet haji ya,negatif
enk buat dengerin musik pas olahraga,positif
tele koun gw muter lagu malah muncul tinggal bentar muter lagunya tulus sendiri sumpah gw benci penyanyi yang namanya tulus dan sekarang gw benci apk ini yang maksa dengerin lagunya tulus,negatif
sangat suka bisa menikmati lagu2 yang saya suka,positif
semua lagu yang saya cari selalu ada dan pokok nya the best,positif
bagus,positif
saya sangat suka aplikasi ini,positif
matabb bngt kalo lagi ngerjain tugas suka ngedengerin lagu di spotify,positif
sesuai dengan selera kita,positif
aplikasi yang sangat membantu saya untuk menemukan kembali mood saya mood booster yang sangat brilaint jaya jaya,positif
sangat membantu,positif
sangatt bagussd,positif
love it,positif
lagu nya terbaru semua dan iklan nya ga banyak,negatif
kikir banyak iklan,negatif
jujur bagus banget nih apk walaupun sya pencinta yt music tpi klo segi desain emng nih apk bagus masalahnya di iklan yng gk waras 4 iklan itu kadang cmn keputer 2 3 bahkan cmn 1 lagu setelah iklan dan ada bug entah kenapa kalau habis iklan cek judul lagu kadang masih iklan sebelum nya jdi lagu nya udh di jalan sekitar 1 menit tpi gambar nya kek masih iklan,negatif
iklan nya 1 aj bisa ga,negatif
lagu aop bodohnya diriku ga ada padahal itu lagu enak bgt minta tlg min masukin lagunya ya,positif
bagus lah ya tapi kyk bnyk bgt iklan ny pengen pke spotify premium tpi kn harus byar,netral
pliss spotify manusiawi lah,negatif
spotify mantaap,positif
terlalu bnyk iklan apa apa hrus bayar sring ngebug offline pdhl online audio ny jg jelek wkwk kalo brbayar mah mending skalian youtube music lbih bgus audio nya,negatif
terlalu banyak iklan untuk mempromosikan mengunakan akun premium,negatif
apaan milih lagu aja harus premium gak ngotak pelit nya bentar lagi bangkrut ini spotify,negatif
saya sudah langganan premium sudah download lagu eh pas buka aplikasi tanpa data seluler kok malah blank page y layar hitam kosong ga keluar menunya masa premium gbs buka aplikasi secara offline tlg diperbaiki,negatif
spotify sangat enak didenger bahkan bisa memutar lagu kesukaan,positif
good,positif
seru bisa dengerin lguu klo lgi galau mungkin atau gabutt yaa heheh,positif
spotify sangat keren sangat mudah di gunakan dengerin musik apa aja siap tingal tap okedeh semoga makin berjaya sukses terus spotfy,positif
kebanyakan iklan nya,negatif
bagus,positif
keren banget gila hari hari gua di penuhi lagu lagu dari spotify,positif
baguss,positif
aplikasinya bagus tapi saya berlanggan di premium yg di iklan 1 pembayaran untuk 3 bulan taunya tiap bulan ada tagihan dengan biaya normal jelaa merugikan kalo berlangganan,negatif
lumayan,netral
lgi hppy lgi sedih pun cuma spotify yg temani aku saja,positif
bused dah banyak bed ni iklannya gaje bed,negatif
bagus bgt,positif
mantaf,positif
aplikasi ini sangat bagus,positif
jelek,negatif
algoritma ny aneh iklan nya banyak ada 4 sekarang lagu yg di putar di luar play list ganggu banget banyakin iklan terus sampe 100 biar dengerin iklan ajaa,negatif
ketika ga upgrade ke premium malah makin memaksa kita harus premium jdi kita tidak bisa mendengarkan lagu sesuai apa yng kita mau,negatif
aplikasi nya bagus tapi makin hari makin banyak iklan nya putar 1 lagu muncul iklan 4 satu kali putar iklan jangan lah pelit kali spotify nya kayak gak tau orang indonesia aja orang nya pada gak ada duit jadi tolong lah iklan nya di kurangi,negatif
kebanyakan iklan nya trus panjang lagi durasinya,negatif
masa di suruh bayar terus hp gw jadi ngebag misalnya pencet lagu yg lain malah lagu yg beda,negatif
musiik,positif
semua lagu ada lengkap deh pokonya spotify the best deh buat dengerin lagu,positif
begees benget,positif
bagus,positif
bagus bisa dengar lagu sambil matikan hp,positif
sudah normal kembali adminya langsung gercep gg sih dan ya buat kalian yg bilang kok iklannya banyak secara logika sih ok aja namanya juga gratis bree dan lu nyari lagu juga gampangkan di spotify kalau gk mau ada iklan ya premium dong kan sama aja sistemnya kayak youtube gratis ada iklan dah gratis banyak minta lu wkwkkw,negatif
iklan lo kebanyak spotify bayangin aja lagi setel lagu sedih terus jadi iklan satu domba dua domba kaga peduli domba gw mana iklannya 3 4 bisa bisa ganti apk gw,negatif
baguss iihh lagunya jernihh iklannya lumayan udah oke banget apalagi jalanin aktivitas pake lagi di spotify enak banget,positif
iklan lu makin banyak aja anjir,negatif
the best,positif
bagus,positif
bagus lagunya enak di denger cuman kebanyakan iklan,netral
iklan nya over thanks,negatif
emm ini bagus suara nya jernih tapii selalu kaya ada yang harus di bayar awal nya aku cuma ganti akun terus aku masuk ke akun yang aku pake nah pas nyari lagu mau ngedengerin lagu eh malah mau pilih lagu sendiri malah gituu kenapa yah aku harus bayar,netral
mines di bnyk iklan aja si,negatif
sebenarnya aplikasinya udah bagus tapi tolong lah iklannya dikurangin,positif
asikk,positif
lagu nya sangat asik,positif
asik dan menarik,positif
oke,positif
kikir,negatif
menurut aku sih bagus tapi iklan nya itu loh lama banget tolong di perbaiki ya assalamu alaikum,netral
bagus dan keren tapi sayangnya ada iklan jadi saya males untuk mengedarkan apalagi buka spotify,negatif
bagus sih tapi tolong dong iklannya jangan di banyakin banyak banget ajg baru denger satu lagu iklan udah dua,netral
bagus aja gitu,positif
apa lahh ngeleg ngeleg sumpah,positif
mantap kalo mau solo skuad bisa dengar lagu jadi semangat,positif
seru and asik juga untuk yang premium nya,positif
lumayan,netral
bagus banget aplikasinya semoga gak di perbarui,positif
bagus cuman tolong di kurangin iklan nya saya lagi galau malah ada iklan yg mengganggu itu,negatif
good,positif
baru 2 musik iklan mana iklannya lama bgt,negatif
saya suka bisa dengerin lagu kapan pun dan di mana pun,positif
lebih bagus dari yt music bisa keluar aplikasi tpi saya kalo bisa iklan nya bisa diskip kaya yt music,negatif
favorit bngtt,positif
lebih banyak lagi lagu2 memori tp makin kesini iklannya makin sering,positif
seruu,positif
seru banget bisa dengarin lagi yang kita mau,positif
iklan kebanyakan kurangin napa sih pelit amat,negatif
makin banyak iklan gjls,negatif
mantap banyak jenis musik,positif
4 ads,negatif
saya blm menemukan musik jazz,positif
boikot,negatif
sukakk bngett,positif
lagi ny bagus,positif
apk nya udah bagus tapi tolong lah fix bug kalau misal nya udah playlist lagu kek lebih dari 200 tuh waktu mau nge klik lagu baru tuh ga bisa tolong lah padahal sinyal nya udah bagus,negatif
udah oke dan bis denger lagu favorit ku cuma premium nya harga nya turunin sedikit,positif
bagus banget,positif
banyak bug tolol,negatif
ap lah keknya nih apk bakal punya 10 iklan njr masa iklanny 5 ngotak dikit lah masa gw main epep niatnya mau ngegalau mlh muncul iklan no no y bos,negatif
hariku bertambah asyik ditemani spotify,positif
puas bisa dengerin lagu lagu enak,positif
bagus bgtt tapi iklan nya dong gaadain,netral
iklannya kebanyakan,negatif
iklannya kebanyakan,negatif
bagus bangat aplikasi ini dapat digunakan untuk mendengarkan lagu kesukaan,positif
lebih terhibur,positif
enak banget,positif
banya sekali iklannya,negatif
mantap,positif
cocok untuk lagi main mode serius,positif
lagu yang selalu bisa bikin tenang dan senang,positif
aaya belum donlod masih loding,positif
aku suka spotify,positif
gokill,positif
seru dan menyenangkan di hati,positif
kikir tapi gak papa soalnya ada billie eillish sama temachi,negatif
iklan nya banyak banget brengsek emang spotify,negatif
bisa dengerin lagu pas lagi tidur,positif
masih ada berapa lagu yg tidak dapat ditemukan seperti judika melayang ost pendekar pemanah rajawali,netral
cicak cicak di dinding duarr suka bangett,positif
enak bisa ndengerin lagu sambil main ff dan bisa bikin galau,positif
mantap iklanya banyak untung udh prem,positif
mantapp komplit,positif
terlalu banyak iklan,negatif
sukak bangett sama ni aplikasi,positif
penyipan makin banyak aja,positif
bagus,positif
lumayan,positif
bagus,positif
bagus banyak iklan tapi gratis tapi maksa premium,negatif
apasii spotify nya kenapa gabisa di tampilin lirik pas dipencet tampilan liriknya yang muncul cuman suara gaada liriknya samsekk tolong benerin bug nya ya,negatif
jangan banyak iklan,negatif
mesti bayar kalo bayar lagi semua yang donlod ini aku suruh hapus,negatif
denger 1 lagu tapi iklan nya sampe 4 are we deadass,negatif
apa coba aku cuman skip sebentar buat ke game malah hilang,negatif
lagu banyak yang gua suka,positif
sampah,negatif
banyak iklan,negatif
lagu manuk dadali mana dev kok ga ada,positif
iklan sampe 5 kali loh ya kikir ultra pro max jill kew,negatif
enak semua musik lagu ada tingal pilih,positif
enak lah pokoknya,positif
apk sangat bagus,positif
aplikasi makin kesini makin kikir aja iklan sampe 4 pilih lagu dibatasin aneh banget dah,negatif
aplikasi musik yg sangat mudah,positif
kebanyakan iklan hei ga seru,negatif
iklannya tiap hari makin nambah makin lama bayangkan aja 1 lagu ada 5 iklan dengan durasi tiap 1 iklan tuh 1 2 menit kan sialan bgt,negatif
apk aneh masa aku mau putar lagu harus iklan,negatif
kikir bgt ni apk ngasi iklan mlu udah ga worth it siih,negatif
keren stel lagu tanpa iklan lagu berkelas,positif
banyak iklan gak berguna,negatif
bagus bangett apknyaa,positif
bagus dan saya bisa tenang pas lahi galau hihihi,positif
kebayangkan iklan anj,negatif
baguss dan mantap,positif
woi playlist gua isi 600 lagu knp do nerf jadi 30an lagu aja we,negatif
makin lama makin bnyk iklan nya,negatif
tolong lebih ditingkatkan detail dan kualitas audio saat memutar melalui perangkat bluetooth dan speaker smartphone dan efisiensi penggunaan baterai dan cpu,positif
mantap,positif
aplikasi musik paling mantap anti ribet,positif
terlalu banyak iklan,negatif
iklannya makin ga jls bnyk bnr komersilnya kebangetan,negatif
menyenangkan bermusik bersama spotify,positif
kenapa musiknya otomatis keskip sendiri ini padahal lagu baru di mulai udah ke skip,negatif
okk,positif
cocok banget app nya di akuu,positif
nice,positif
sangat bagus,positif
bagus,positif
yah ini aplikasi bagus banget gua suka,positif
jelek,negatif
kasih diskon lagi min hehehe,positif
bagus,positif
kebanyakan iklan dulu satu jadi dua jadi tiga sekarang empat lama lama ga dengerin musik cuma dengerin iklan,negatif
baguss bangett pliss tapii sarann akuu iklan nya jangann banyak soalnya aku lagi dengerin lagu galau eh tb tb iklann,netral
kebanyakan iklan,negatif
ini bukan aplikasi pendengar lagu lagi tapi aplikasi pendengar iklan dikit iklan mulu mana ada 4 wkwk makin lama makin pelit,negatif
banyak banget iklannya,negatif
iklan nya makin banyak dulu 1 atau 2 sekarang udah 4 aja,negatif
gak masalah klau bnyak iklan tapi ya masa satu lagu satu iklan itu kan kayak ngerusak momen,negatif
setiap 2 lagu iklan nya 4 5 ga ngotak ni apk,negatif
sangat baik,positif
bagus apknya,positif
bagus,positif
enak lagunya dan juga lebih baik untuk kita yang ngk ada paket,positif
bagus,positif
makin kesini makin najis iklan nya ngalah ngalahin yutub anjir 4 iklan sekaligus kikir bgt cok,negatif
apk qelek banyak iklan,negatif
app nya bagus bgt untuk dengerin lagu apa lagi sambil berestapi pas ak mau nyetel lagu malah gk bisa dipencet ini gimana dong terus appk nya gk kayak dlu sekarang iklan yg awalnya 1 ke 2lah 3lah 4lah kebanyakan iklan terus juga ditambah appk ini bayar,negatif
saya sangat suka mendengarkan lagu dari spotify di saat malam hari,positif
bagus bangett,positif
mantap,positif
enak,positif
iklanya kurang klo bisa 10 iklan,negatif
kalau bisa tolong kurangi iklannya itu aja,netral
dasar spotify kikir kenapa ini aplikasi musik tapi tidak bisa memilih lagu kesukaan untuk di putar mengapa harus acak dari spotify nya sendiri,negatif
kesalah terbesar adalah ketika lagi di atas malah bnyk iklan,negatif
bagus lagunya lengkap,positif
saran saya sedikit kurangi ilkannya untuk yg tidak prem,positif
sangking kikirnya buat gratisan aja volumenya di kecilin,positif
bagus dan lengkap,positif
kebanyakan iklannya jd terlalu lama buat nungguin lagu berikutnya,negatif
semakin banyak iklan membuat sulit untuk mendengarkan lagu,negatif
ini apk bener gokil aslii semua lagu ada dan lagu nya itu bener di nyanyikan sama penyanyi nyaa aslii kerenn merinding denger setiap lagu lagu,positif
jelek,negatif
bnyk iklan,negatif
bagus,positif
seru anjirr main game sambil dengerin musik,positif
suara jernih,positif
iklannyaa banyaakk bangett gilaa kikirr bgtt spotify,negatif
relaxaxi music,positif
mantap,positif
seru,positif
bagus tapi sekarang harus pake premium,negatif
buruk ga gratis,negatif
pokok y spotifi mantapp,positif
lagu nya enak apa lgi lagu duka,positif
mantul,positif
iklan nya parah terlalu sering gak seperti apk dulu,negatif
aplikasinya bagus tapi banyak iklan,negatif
bagus banget aku suka lagu nya,positif
iklan nya banyak banget,negatif
aplikasi kikir,negatif
enak,positif
mantap,positif
asik,positif
biasa aja,positif
enakeun,positif
bagus banget,positif
sangat bagus burung,positif
semakin sini semakin banyak iklan,negatif
bagus bgt pokonya buat aku yang suka dengerin lagu tf familiy cocok bgt bgs banget rekomendasi banget sih ini,positif
music ya lengkap dan indah sekali dan aplikasi ini sangat bagus sekali,positif
aku suka sama aplikasinya tapi aku ingin saya bisa melompati lirik soal nya agak sebel sih kadang kadang bisa kadang juga enggak bisa udah itu saja makasih ya udah jadi aplikasi terbaik untuk saya,positif
banyak iklan,negatif
bagus,positif
ga guna ni dulu mah biasa biasa aja tetapi ini gimana ya tolong perbaiki saya mau setel lagu di playsit tapi kok gada lagunya malah muncul lagu random ini gimana tolong perbaiki lagi,negatif
ini sangat menyerukan,positif
sangat senang,positif
bagus,positif
suka banget karna bisa dengerin semua lagu dari artis artis terkenal,positif
ini kok lama lama jadi kikir dulu iklan cuman 1 2 sekarang malah jadi 3 4 dan dulu perasaan ada premium 1 minggu sama 1 hari sekarang kok gk ada ya ini lama lama penggunanya pada males pake spotify,negatif
sangat bagus,positif
enak mendengar lagu sambil tidur tapi sayang harus bayar premium,negatif
jelek banget kalau mau pilih lagu dah di pencet tapi malah kesetel lagu yang lain gak nyambung,negatif
mantap,positif
bagus banget,positif
mantap ges,positif
suka banget denger musik di apk inii,positif
mantap mo,positif
lengkap,positif
kurang lama iklan nya semenit masih sebentar genapin jdi 5 menit kek biar seru,negatif
boikott,negatif
banyak iklan ganggu,negatif
limited nya ga lama,positif
gila aja nih developer iklan 5 biji gitu sekalian aja 50 iklan sana mending kalo fitur free nya banyak lah ini,negatif
sukaa sii,positif
iklan nya tolong dikurangi pilih lagu nya cuma 1 tapi iklan nya kadang 2 kadang 3 saya jadi makin malas mendengar lagu di spotify karna apa karna iklan nya mungkin iklan bisa dikurangin terimakasih,negatif
iklannya jangan sampe 5x lah min,positif
aplikasinya bagus tapi pas saya lagi dengerrin musik muncul iklan spotify padahal saya kan dah donload spotify,netral
boleh lah bagus,positif
kikir bet cik,negatif
mantap,positif
sangat senang saat saya mendengarkan music2 yg ada,positif
no spotify no live,positif
musik bagus,positif
bagus tapi sayangnya harus premium,negatif
kurang banyak iklanya,negatif
kebanyakan iklan tolol setiap 2 lagu iklan gitu aja terus dulu iklan cuman 2 sekarang jadi 4 setiap 1 iklan 30 detik aplikasi tolol,negatif
banyak iklan kalo cuma 1 iklan mah gapapa la ini banyak banget jadi keganggu,negatif
ya bagus tapi iklan lo tuh kurangi,netral
bagus cmn sdikit kurangi iklannya,positif
aplikasinya bagus suara nya juga jernih,positif
ytta,positif
baik,positif
aplikasi kikir,negatif
lagu bagus kali,positif
oke,positif
lagu ya bisa di urutin dari awal sampe akhir gratiss lagi,positif
ngebet haji yak apa apa premium,negatif
maksa amat kadang iklan bisa 3 4 buat beli prem ganggu mulu,negatif
the best music app,positif
iklannya kelamaan gak beda jauh kayak youtube 2 menit,negatif
bagus tapi b aja,positif
mayan dan bisa kemana mana,positif
baguss bgt nih aplikasi walaupun gratis,positif
peak,positif
menemani hari hari cocok untuk di rumah dan di kantor,positif
banyak lagu di spotify jadi saya kalau mau mendengarkan lagu saya langsung ke spotify dan spotify ini enak buat dengar lagu gk ada yg ganggu mendengarkan karna kan tidak ada iklan jadi saya suka mendengarkan lagu di spotify,positif
bagus,positif
iklan bisa di kurangi yaa saran kami iklan sangat menganggu bahkan iklan bisa 1 menitan,negatif
lagunya kenapa dibatasi njing,negatif
akuu suka lagu sadrah,positif
perhitungan bgt skrng bnyk iklan,negatif
plcc setiap gw dengerin lagu galau selalu ada iklan,negatif
gak jelas,negatif
musik yg berkwalitas,positif
ok,positif
spotify lu kikir banget dah iklan sampe 4 lu mau umroh,negatif
ya bagus,positif
tolong untuk iklannya dihilangkan karena mengagu,positif
bagus kalau lagi ngapain gitu biasanya sambil dengerin lagu k pop atau apapun itu walaupun ada iklan yg selalu ganggu hilangin iklan nya dongg,negatif
terlalu banyak iklan masa lebih panjang dari lagu yang diputar,negatif
baguss bgt cumann banyak iklan harus premium dulu,negatif
enak ada lagu bsk garet,positif
kenapa jadi banyak dah iklannya gua kasih bintang 3 karna malah jadi banyak iklan setiap satu sampe dua lagu kena iklan dan iklannya 1 of 4 lagi kan lama banget tuh iklannya mana gak bisa di skip iklannya kecewa gua,negatif
bagus bisa main geme dengerin lagu dan banyak lagu lainya dan bisa dengerin lagu galau dan bisa denger lagu lainya,positif
bisa ga si metode pembayaranny ga perlu langanan g enak tau blm gajian maen potong saldo aj,negatif
bgs bgt buat nyanyi lagu cincin hindia,positif
aplikasi sudah bagus dan memuaskan tetapi kebanyakan ilklan tlg diperbaiki,positif
sangat bagus,positif
bisa menyalakan musik sambil bermain,positif
sekarang spotify sudah bagus banyak fitur baru saya kasih bintang 5 semoga di baca,positif
ok lah buat dengerin musik,positif
bagus,positif
mantap,positif
membosankan,netral
enak,positif
seru bangett ya,positif
lagu ngasal,negatif
sejauh mata memandang,positif
good aplication for improvement projects,positif
terlalu banyak iklann sekarangg baru satu udah iklan terus iklannya ga cma satu 3 4 sering iklannya,negatif
iww banyak iklan gak kayak aplikasi sebelah meskipun gak berlangganan iklan nya jarang bgt,negatif
lagunya membuat semangat menjalani hari yg penuh kesibukan terima kasih spotify,positif
iklan mulu ngmtd,negatif
bagus pertahankan,positif
kebanyakan iklan,negatif
aplikasi kikir,negatif
kikir iklan tambah banyak,negatif
langganan paket premium udah lebih 2 thn tiba dinaikkan harganya tanpa info main potong aja dari ovo trus lupa isi ovo langsung dibatalkan langganannya tanpa ada solusi bisa isi lagi lanjut langganan paket yng baru ditawarin ampun mehongnya kecewa,negatif
saya suka dengan aplikasi ini karena aplikasinya begitu bgus,positif
sangt bgus,positif
ok,positif
sangat bagus dan keren,positif
kerenn bangedds,positif
bagus banget apk ini terimakasih banget sama yang udah nyiptain aku jadi bisa dengerin musik walaupun hp ku mati banyak siaran juga dan pod cast seru banget pokoknya,positif
yang kurangnya kalau kita tidak membeli premium suka banyak iklan dan iklanya menurutku terlalu lama kita butuh mendengarkan lagu bukan iklan,negatif
lagu2 enak didengar,positif
gjls bnyk iklan bgt kocakk mau dengerin lagu apa dengerin iklan,negatif
good,positif
iklannya terlalu panjang kualitas audio kurang nendang dan biaya langganan terlalu mahal,negatif
lagu nya menurut sya lengkap juga dari lagu sya berasa mengulang masa lalu,positif
good,positif
banyak banget iklan lama lagi iklan nyah,negatif
kebanyakan iklan,negatif
joss mantul,positif
mantap,positif
baguss,positif
menyenangkan bgt lagunya the best sihh,positif
kebanyakan iklan ngerusak mood gara gara iklan bayar premium mahal,negatif
bagus ter bagus bagus,positif
kualitas jernih lagu uptodate fun,positif
iklannya banyak kali aplnya buat iklan aja jqngan buat musik,negatif
luv banget sama ni apk,positif
mungkin kalau dari segi premium it okay masi worth it kok kualitasnya sepadan untuk lagu nya lengkap juga akan tetapi sayang sekali apabila free lagu yang sudah diputar diputar kembali tolong perbaiki lagi dong,positif
ini bug apa gimana sih pas mau ganti lagu lewat layar ngambang malah spotify sedang memutar mulu pdhl lagunya udh ke putar sinyal bagus jg,negatif
baguss,positif
baguss,positif
jangan tergiur promo nyedot 79ribu terus tanpa notif parahh,negatif
nice gw suka lagunya ian antonie ft r siti fatimah jadi download spotify lengkap banget lagu lagunya audio mantul nyaman di telinga,positif
bagus buat nyetel music saat bermain game,positif
good luck new aplikasi,positif
good job,positif
enak buatdgrmusik,positif
kembalikan langganan spotify mini stop nyawit iklan sampe 5 kali,negatif
iklan ya tolong di perbaiki,negatif
sangat membantu,positif
bagus sih tapi kurangin iklan nya,netral
mantap,positif
bagus,positif
sangat enak buat bersantai,positif
lagu di aplikasi ini enak untuk di dengar,positif
aplikasinya bagus tapi kebanyakan iklan,netral
alwayss spotfy,positif
aku sukaa bgt,positif
aku ga bakal kalah sama 3 iklan beruntun mu itu,negatif
aplikasi kikir muter 1 lagu iklan bejibun,negatif
aplikasi ini sangat bagus untuk berlatih menyanyi atau menghapal lagu,positif
baguss bgt sih yakin asli yang may download aplikasi ini boleh bgtt,positif
bagus bagus sih tapi kurangin dikit iklannya,positif
harga premium ga logis kebanyakan yg pake apk ini pelajar dan anak anak remaja sedangkan anak seumuran segitu belum pada pegang duit sendiri ga masalah ada iklan buat yang ga premium tp ini iklannya ga ngotak juga sampe 4,negatif
bgus cm bnyk iklan,negatif
banyak iklan kebelet kaya,negatif
ngelek,negatif
aplikasinya bagus tapi pas aku pake ngegame mati terus hilang notifikasi buat nyalain lagunya terus iklannya makin banyak tolong perbaiki ya admin,netral
enak semua lagunya tolong di offlenin dong lagunya,positif
karna kalau lagi galau bisa dengerin lagu galau,positif
lagu lahu yang sagat merdu,positif
bagus banget,positif
tenxi,positif
boikot,negatif
bagus walau ga premium,positif
nice,positif
nice apps,positif
good,positif
bagus tapi mohon jangan memperbanyak durasi iklannya,positif
kurangin iklannya jangan terlalu banyak per 3 lagu iklan,negatif
ini bagus banget suara nya,positif
good,positif
mantaap,positif
ok,positif
bagus banget semua lagu ada disini seru banget suka banget,positif
bagus sekali ada semua lagu di sini sayang cuma pake kota atau wifi,positif
sangat merekomendasikan aplikasi musik yg saya sukai,positif
bagus dan tertarik dengarnya,positif
sangat cocok dengan saya yg sangat mencintai laguu atau musikk,positif
suka banget bisa nyetel lagu saat main gem saat chat wasapp gue saranin kalian download sepotyfay,positif
tambahin teros iklan nya kalo bisa 1 lagu 20 iklan ae mabuk denger iklan,negatif
kebanyakan iklan sma gay,negatif
makin lama makin kikir yang dulu bisa pilih 5 6 lagu tanpa premium skrg cuma bisa pilih 1 emang kikir ini spotify,negatif
gsuka ah,negatif
aplikasinya sangat baguss,positif
sangat bagus aplikasinya,positif
wah baguss bangett samaa aplikasii nyaa akuu sukaa bangett,positif
mantapp,positif
bagus,positif
ini ud bgs minusnya knp gt hrs di btsi,positif
kalo ada bintang 100 gw kasih dah,positif
banyak iklan gak penting banyak yg komplain saran kurangi iklan mu,negatif
ya bagus jir,positif
bagus bagett,positif
jlk baru dengerin lagu beberapa udh abis jatah dengerin lagu baru setel satu lagu iklan ny udh 4 spotify kebelet jadi elon mars bgt keliatan bgt nyuruh premium trus,negatif
banyak iklan lalu di paksa berlangganan sudah tidak fantas di dengar musik di aplikasi ini,negatif
bagus,positif
keren,positif
banyak iklan lebih dari 2 iklan bisa sampai 4 iklan kalo masih sering banyak iklan nanti kaya aplikasi sebelum nya malah sepi peminat nya,negatif
sangat puas,positif
bagus,positif
seruh,positif
sangat bagus karena lagunye lengkap,positif
sangat membantu,positif
mantap,positif
bg kalau kamu tambah kan musik nya bisa di download aku kasih bintang 5,netral
buruk seburuk2nya iklan bertubi datang sekali iklan sampai 3 tiap menit iklan 3 wah parah,negatif
bagus banget the best pokoknya kalo untuk dengerin lagunya dan bisa dipakai untuk main game atau lainnya,positif
mantap,positif
enek buat galau,positif
apk kikir,negatif
aplikasi ini saya suka,positif
siapa dah yg ajarin spotify 4 3 kali iklan,negatif
bagus,positif
what a super platform clean and lean,positif
mantap betul aplikasi ini,positif
apa coba sekarang ada batasan pemilihan lagu sekarang iklan juga lebih banyak oke iklan masih dimaklumi tapi ini ada batasan pemilihan lagu hilangkan lah,negatif
aplikasi ini sangat super bagus,positif
mantap,positif
enak,positif
ok,positif
semua musik komplit wow,positif
iklannya cuma promosi aja,positif
apk taik iklan sampe 4 kali,negatif
mantap,positif
udah beli premium 3 bulan stelah 1 bulan malah tiba2 offline terus padahal koneksi ada aneh,positif
good,positif
terlalu banyak iklan,negatif
kebanyakan iklan,negatif
suka bgt soalnya kalo belajar atau kegiatan lainya bis smbil dngerin,positif
sangat bagus,positif
bagus sih tapi kesempurnaan hanya milik allah tapi bener bener baguss,positif
mantap,positif
aplikasi nya sangat berguna,positif
aplikasi ini sangat bagus dan aku suka banget bisa dengar lagu lagu yang enak banget gitulah pokoknya,positif
jangan download aplikasi kikir gak ngotak,negatif
direkomendasikan untukmu stopp gwa cuma mau denger lagu yng gwa sukai doangg trus iklanny juga knpa jdi banyakk pengen dengerin lagu aja ga tenang apa apa hrus premm,negatif
keren banget,positif
apkny bagus,positif
mp3 digital terbaik,positif
bagus dan sangat memuaskan,positif
mantapp,positif
cukup bagus dan menarik,positif
bagus banget nih aplikasi semua lagu favorit ku akhiri nya bisa ku dengar kan semua makasihh spotify,positif
ini iklan udh 4 biji apakah nanti datang yng ke 5,negatif
apk ny kurang rasa ku,netral
lumayan si tapi sering iklan klo gmau iklan hrus bayar,negatif
bagus bangett,positif
lancar,positif
bagus suaranya enak di dengar trs juga di situ lagu lagu yang belom aku dengerin ada semua di situ ada jkt48 tapi aku ada 1 permintaan boleh ga aku nonton jkt 48 yang asli di theater lannsung,positif
aslinya ni aplikasi bagus cuma aga maksa buat beli premium kadang iklannya dapet 2 3 mana 1 iklan 1 menit an,negatif
kikir banget spotify gasuka,negatif
menyenangkan tapi kebajyakan iklan,negatif
loba iklan ajig,negatif
bagus banget,positif
bagus,positif
apk yang sangat kikir bahkan mau pindah dari lagu a ke lagu b sampai dipajakin iklan 30 detik 4 biji 2 menit gw cuma mau denger lagu woilah bukan main game sengaja gw kasih bintang 5 biar gampang dibaca tapi kalo usernya dah ga ketolong sudah lah ga guna juga gw rating,negatif
lumayan sih tapi masih kurang ama lagunya cover masih bnyak blom ada pas di cari tpi okelah sih kalo lagu realny lengkap,positif
sangat baik,positif
sukaa banget,positif
iklannya parah banget sekarang,negatif
update nyaa sekarang kurang bagus padahal saya mempunyai kuota tapi malah di suruh periksa internet,negatif
jujur aku suka bangett sama apk inii akuu sukaa karena disini ada berbagai macan lagu pokok debest dehh,positif
mantap,positif
banyak iklan,negatif
miss u,negatif
mantab,positif
baguss bgtt,positif
iklan terlalu banyak,negatif
awesome guy s,positif
terlalu banyak iklan,negatif
